"Colorado Medicaid Fee Schedule January 1, 2012",,,,,,,,,
"The reimbursement rates listed in this fee schedule are valid for services rendered on or after January 1, 2012.  Please refer to the Fee Schedule Instructions on the website for an explanation of each field.",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
CPT or HCPCS Procedure Code,Procedure Code Modifier,Base Value,Conversion Factor,Total CO Medicaid Allowable (Relative Value x Conversion Factor),Min Age,Max Age,Post Op Days,Prior Authorization Needed,
76873,TC,8.35,7.41,$61.87,0,999,0,No,
76873,,15.48,7.41,$114.71,0,999,0,No,
76881,26,2.86,7.41,$21.19,0,999,0,No,
76881,TC,8.63,7.41,$63.95,0,999,0,No,
76881,,11.49,7.41,$85.14,0,999,0,No,
76882,TC,1.01,7.41,$7.48,0,999,0,No,
76882,26,1.99,7.41,$14.75,0,999,0,No,
76882,,3,7.41,$22.23,0,999,0,No,
76885,26,3.96,7.41,$29.34,0,999,0,No,
76885,TC,5.74,7.41,$42.53,0,999,0,No,
76885,,9.7,7.41,$71.88,0,999,0,No,
76886,26,3.34,7.41,$24.75,0,999,0,No,
76886,TC,5.31,7.41,$39.35,0,999,0,No,
76886,,8.65,7.41,$64.10,0,999,0,No,
76930,26,4,7.41,$29.64,0,999,0,No,
76930,TC,5,7.41,$37.05,0,999,0,No,
76930,,9,7.41,$66.69,0,999,0,No,
76932,26,4,7.41,$29.64,0,999,0,No,
76932,TC,5,7.41,$37.05,0,999,0,No,
76932,,9,7.41,$66.69,0,999,0,No,
76936,26,11.87,7.41,$87.96,0,999,0,No,
76936,TC,22.11,7.41,$163.84,0,999,0,No,
76936,,33.98,7.41,$251.79,0,999,0,No,
76937,26,1.62,7.41,$12.00,0,999,0,No,
76937,TC,1.7,7.41,$12.60,0,999,0,No,
76937,,3.32,7.41,$24.60,0,999,0,No,
76940,TC,6.44,7.41,$47.72,0,999,0,No,
76940,26,10.07,7.41,$74.62,0,999,0,No,
76940,,16.51,7.41,$122.34,0,999,0,No,
76941,26,5.86,7.41,$43.42,0,999,0,No,
76941,TC,7.22,7.41,$53.50,0,999,0,No,
76941,,13.08,7.41,$96.92,0,999,0,No,
76942,26,4.06,7.41,$30.08,0,999,0,No,
76942,TC,5,7.41,$37.05,0,999,0,No,
76942,,10,7.41,$74.10,0,999,0,No,
76945,26,3.93,7.41,$29.12,0,999,0,No,
76945,TC,5.45,7.41,$40.38,0,999,0,No,
76945,,10.35,7.41,$76.69,0,999,0,No,
76946,26,2.22,7.41,$16.45,0,999,0,No,
76946,TC,2.98,7.41,$22.08,0,999,0,No,
76946,,5.2,7.41,$38.53,0,999,0,No,
76948,26,,,Not a benefit,,,,,
76948,,,,Not a benefit,,,,,
76950,26,3.45,7.41,$25.56,0,999,0,No,
76950,TC,4.83,7.41,$35.79,0,999,0,No,
76950,,8.28,7.41,$61.35,0,999,0,No,
76965,26,8.21,7.41,$60.84,0,999,0,No,
76965,TC,9,7.41,$66.69,0,999,0,No,
76965,,17.22,7.41,$127.60,0,999,0,No,
76970,TC,2,7.41,$14.82,0,999,0,No,
76970,26,2,7.41,$14.82,0,999,0,No,
76970,,4,7.41,$29.64,0,999,0,No,
76975,26,4.15,7.41,$30.75,0,999,0,No,
76975,TC,5.31,7.41,$39.35,0,999,0,No,
76975,,9.46,7.41,$70.10,0,999,0,No,
76977,26,0.33,7.41,$2.45,0,999,0,No,
76977,TC,1.3,7.41,$9.63,0,999,0,No,
76977,,1.63,7.41,$12.08,0,999,0,No,
76998,26,5.19,7.41,$38.46,0,999,0,No,
76998,TC,5.23,7.41,$38.75,0,999,0,No,
76998,,7.45,7.41,$55.20,0,999,0,No,
76999,26,,,Code is manually priced,0,999,0,No,
76999,,,,Code is manually priced,0,999,0,No,
77001,26,1.92,7.41,$14.23,0,999,0,No,
77001,TC,6.84,7.41,$50.68,0,999,0,No,
77001,,8.75,7.41,$64.84,0,999,0,No,
77002,26,2.64,7.41,$19.56,0,999,0,No,
77002,TC,5.28,7.41,$39.12,0,999,0,No,
77002,,7.92,7.41,$58.69,0,999,0,No,
77003,26,2.84,7.41,$21.04,0,999,0,No,
77003,,7.67,7.41,$56.83,0,999,0,No,
77011,26,6.06,7.41,$44.90,0,999,0,No,
77011,TC,46.13,7.41,$341.82,0,999,0,No,
77011,,52.19,7.41,$386.73,0,999,0,No,
77012,26,5.8,7.41,$42.98,0,999,0,No,
77012,TC,16.15,7.41,$119.67,0,999,0,No,
77012,,23.2,7.41,$171.91,0,999,0,No,
77013,TC,16.65,7.41,$123.38,0,999,0,Yes,
77013,26,16.65,7.41,$123.38,0,999,0,Yes,
77013,,17.43,7.41,$129.16,0,999,0,Yes,
77014,26,4.3,7.41,$31.86,0,999,0,No,
77014,TC,13.76,7.41,$101.96,0,999,0,No,
77014,,18.05,7.41,$133.75,0,999,0,No,
77021,26,7.63,7.41,$56.54,0,999,0,Yes,
77021,TC,44.91,7.41,$332.78,0,999,0,Yes,
77021,,52.54,7.41,$389.32,0,999,0,Yes,
77022,TC,17.51,7.41,$129.75,0,999,0,Yes,
77022,,17.77,7.41,$131.68,0,999,0,Yes,
77022,26,18.23,7.41,$135.08,0,999,0,Yes,
77031,26,7.99,7.41,$59.21,0,999,0,No,
77031,TC,12.96,7.41,$96.03,0,999,0,No,
77031,,22.54,7.41,$167.02,0,999,0,No,
77032,26,2.79,7.41,$20.67,0,999,0,No,
77032,TC,4.63,7.41,$34.31,0,999,0,No,
77032,,7.42,7.41,$54.98,0,999,0,No,
77051,26,0.33,7.41,$2.45,0,999,0,No,
77051,TC,1.06,7.41,$7.85,0,999,0,No,
77051,,1.43,7.41,$10.60,0,999,0,No,
77052,26,0.33,7.41,$2.45,0,999,0,No,
77052,TC,1.06,7.41,$7.85,0,999,0,No,
77052,,1.43,7.41,$10.60,0,999,0,No,
77053,26,1.83,7.41,$13.56,0,999,0,No,
77053,TC,8.96,7.41,$66.39,0,999,0,No,
77053,,10.8,7.41,$80.03,0,999,0,No,
77054,26,2.28,7.41,$16.89,0,999,0,No,
77054,TC,9.29,7.41,$68.84,0,999,0,No,
77054,,15.52,7.41,$115.00,0,999,0,No,
77055,26,3.49,7.41,$25.86,0,999,0,No,
77055,TC,4.76,7.41,$35.27,0,999,0,No,
77055,,8.24,7.41,$61.06,0,999,0,No,
77056,26,4.33,7.41,$32.09,0,999,0,No,
77056,TC,5.97,7.41,$44.24,0,999,0,No,
77056,,10.3,7.41,$76.32,0,999,0,No,
77057,26,3.49,7.41,$25.86,0,999,0,No,
77057,TC,5.15,7.41,$38.16,0,999,0,No,
77057,,8.64,7.41,$64.02,0,999,0,No,
77058,26,8.11,7.41,$60.10,0,999,0,Yes,
77058,TC,77.31,7.41,$572.87,0,999,0,Yes,
77058,,85.15,7.41,$630.96,0,999,0,Yes,
77059,26,8.11,7.41,$60.10,0,999,0,Yes,
77059,TC,97.49,7.41,$722.40,0,999,0,Yes,
77059,,105.59,7.41,$782.42,0,999,0,Yes,
77071,,3,7.41,$22.23,0,999,0,No,
77072,26,0.91,7.41,$6.74,0,999,0,No,
77072,TC,1.45,7.41,$10.74,0,999,0,No,
77072,,2.36,7.41,$17.49,0,999,0,No,
77073,26,1.36,7.41,$10.08,0,999,0,No,
77073,TC,3.09,7.41,$22.90,0,999,0,No,
77073,,4.45,7.41,$32.97,0,999,0,No,
77074,26,2.28,7.41,$16.89,0,999,0,No,
77074,TC,4.47,7.41,$33.12,0,999,0,No,
77074,,6.75,7.41,$50.02,0,999,0,No,
77075,26,2.72,7.41,$20.16,0,999,0,No,
77075,TC,6.69,7.41,$49.57,0,999,0,No,
77075,,9.42,7.41,$69.80,0,999,0,No,
77076,26,3.49,7.41,$25.86,0,999,0,No,
77076,TC,4.15,7.41,$30.75,0,999,0,No,
77076,,7.64,7.41,$56.61,0,999,0,No,
77077,26,1.57,7.41,$11.63,0,999,0,No,
77077,TC,4.14,7.41,$30.68,0,999,0,No,
77077,,5.72,7.41,$42.39,0,999,0,No,
77078,26,1.25,7.41,$9.26,0,999,0,No,
77078,TC,14.08,7.41,$104.33,0,999,0,No,
77078,,15.33,7.41,$113.60,0,999,0,No,
77080,26,1.11,7.41,$8.23,0,999,0,No,
77080,TC,7.08,7.41,$52.46,0,999,0,No,
77080,,8.28,7.41,$61.35,0,999,0,No,
77081,26,1.14,7.41,$8.45,0,999,0,No,
77081,TC,2.24,7.41,$16.60,0,999,0,No,
77081,,3.52,7.41,$26.08,0,999,0,No,
77082,26,0.88,7.41,$6.52,0,999,0,No,
77082,TC,2.8,7.41,$20.75,0,999,0,No,
77082,,3.69,7.41,$27.34,0,999,0,No,
77084,26,8,7.41,$59.28,0,999,0,Yes,
77084,TC,49.69,7.41,$368.20,0,999,0,Yes,
77084,,57.69,7.41,$427.48,0,999,0,Yes,
77261,,7.5,7.41,$55.58,0,999,0,No,
77262,,11.39,7.41,$84.40,0,999,0,No,
77263,,16.93,7.41,$125.45,0,999,0,No,
77280,26,2.6,7.41,$19.27,0,999,0,No,
77280,TC,3.9,7.41,$28.90,0,999,0,No,
77280,,6.5,7.41,$48.17,0,999,0,No,
77285,26,5,7.41,$37.05,0,999,0,No,
77285,TC,7.5,7.41,$55.58,0,999,0,No,
77285,,12.5,7.41,$92.63,0,999,0,No,
77290,26,7.6,7.41,$56.32,0,999,0,No,
77290,TC,11.4,7.41,$84.47,0,999,0,No,
77290,,19,7.41,$140.79,0,999,0,No,
77295,26,13.51,7.41,$100.11,0,999,0,No,
77295,TC,47.11,7.41,$349.09,0,999,0,No,
77295,,60.62,7.41,$449.19,0,999,0,No,
77299,26,,,Code is manually priced,0,999,0,No,
77299,,,,Code is manually priced,0,999,0,No,
77300,TC,2,7.41,$14.82,0,999,0,No,
77300,26,3.67,7.41,$27.19,0,999,0,No,
77300,,6.9,7.41,$51.13,0,999,0,No,
77301,26,42.99,7.41,$318.56,0,999,0,No,
77301,TC,105.03,7.41,$778.27,0,999,0,No,
77301,,148.02,7.41,"$1,096.83",0,999,0,No,
77305,26,1.2,7.41,$8.89,0,999,0,No,
77305,TC,1.8,7.41,$13.34,0,999,0,No,
77305,,3,7.41,$22.23,0,999,0,No,
77310,26,3,7.41,$22.23,0,999,0,No,
77310,TC,4.5,7.41,$33.35,0,999,0,No,
77310,,7.5,7.41,$55.58,0,999,0,No,
77315,TC,5.4,7.41,$40.01,0,999,0,No,
77315,26,6.9,7.41,$51.13,0,999,0,No,
77315,,12.3,7.41,$91.14,0,999,0,No,
77321,26,3,7.41,$22.23,0,999,0,No,
77321,TC,4.5,7.41,$33.35,0,999,0,No,
77321,,7.5,7.41,$55.58,0,999,0,No,
77326,26,3,7.41,$22.23,0,999,0,No,
77326,TC,4.5,7.41,$33.35,0,999,0,No,
77326,,7.5,7.41,$55.58,0,999,0,No,
77327,26,4,7.41,$29.64,0,999,0,No,
77327,TC,6,7.41,$44.46,0,999,0,No,
77327,,10,7.41,$74.10,0,999,0,No,
77328,26,5,7.41,$37.05,0,999,0,No,
77328,TC,7.5,7.41,$55.58,0,999,0,No,
77328,,12.5,7.41,$92.63,0,999,0,No,
77331,TC,2.2,7.41,$16.30,0,999,0,No,
77331,26,4,7.41,$29.64,0,999,0,No,
77331,,7.37,7.41,$54.61,0,999,0,No,
77332,26,3,7.41,$22.23,0,999,0,No,
77332,TC,4.5,7.41,$33.35,0,999,0,No,
77332,,7.5,7.41,$55.58,0,999,0,No,
77333,TC,3.1,7.41,$22.97,0,999,0,No,
77333,26,4,7.41,$29.64,0,999,0,No,
77333,,8.09,7.41,$59.95,0,999,0,No,
77334,26,5,7.41,$37.05,0,999,0,No,
77334,TC,7.5,7.41,$55.58,0,999,0,No,
77334,,12.5,7.41,$92.63,0,999,0,No,
77336,,7.23,7.41,$53.57,0,999,0,No,
77338,26,17.25,7.41,$127.82,0,999,0,No,
77338,TC,19.55,7.41,$144.87,0,999,0,No,
77338,,36.79,7.41,$272.61,0,999,0,No,
77370,,8.38,7.41,$62.10,0,999,0,No,
77371,,123.72,7.41,$916.77,0,999,0,No,
77372,,93.88,7.41,$695.65,0,999,0,No,
77373,,175.17,7.41,"$1,298.01",0,999,0,No,
77399,26,,,Code is manually priced,0,999,0,No,
77399,,,,Code is manually priced,0,999,0,No,
77401,,3.7,7.41,$27.42,0,999,0,No,
77402,,6.66,7.41,$49.35,0,999,0,No,
77403,,6.66,7.41,$49.35,0,999,0,No,
77404,,6.66,7.41,$49.35,0,999,0,No,
77406,,6.66,7.41,$49.35,0,999,0,No,
77407,,7.85,7.41,$58.17,0,999,0,No,
77408,,7.85,7.41,$58.17,0,999,0,No,
77409,,7.85,7.41,$58.17,0,999,0,No,
77411,,7.85,7.41,$58.17,0,999,0,No,
77412,,8.77,7.41,$64.99,0,999,0,No,
77413,,8.77,7.41,$64.99,0,999,0,No,
77414,,8.77,7.41,$64.99,0,999,0,No,
77416,,8.77,7.41,$64.99,0,999,0,No,
77417,,2.22,7.41,$16.45,0,999,0,No,
77418,,61.57,7.41,$456.23,0,999,0,No,
77418,TC,,,Not a benefit,,,,,
77418,26,,,Not a benefit,,,,,
77421,26,2.06,7.41,$15.26,0,999,0,No,
77421,TC,13.33,7.41,$98.78,0,999,0,No,
77421,,15.39,7.41,$114.04,0,999,0,No,
77422,,7.03,7.41,$52.09,0,999,0,No,
77423,,9.16,7.41,$67.88,0,999,0,No,
77424,TC,,,Code is manually priced,0,999,0,No,
77424,26,,,Code is manually priced,0,999,0,No,
77424,,,,Code is manually priced,0,999,0,No,
77425,,,,Code is manually priced,0,999,0,No,
77427,,43.17,2.68,$115.70,0,999,0,No,
77431,,9.79,7.41,$72.54,0,999,0,No,
77432,,47.69,7.41,$353.38,0,999,0,No,
77435,,67.3,7.41,$498.69,0,999,0,No,
77469,,29.93,7.41,$221.78,0,999,0,No,
77470,26,3,7.41,$22.23,0,999,0,No,
77470,TC,4.5,7.41,$33.35,0,999,0,No,
77470,,7.5,7.41,$55.58,0,999,0,No,
77499,TC,,,Code is manually priced,0,999,0,No,
77499,26,,,Code is manually priced,0,999,0,No,
77499,,,,Code is manually priced,0,999,0,No,
77520,TC,4.69,7.41,$34.75,0,999,0,No,
77520,26,4.69,7.41,$34.75,0,999,0,No,
77520,,9.38,7.41,$69.51,0,999,0,No,
77522,TC,46.15,7.41,$341.97,0,999,0,No,
77522,26,54.29,7.41,$402.29,0,999,0,No,
77522,,100.44,7.41,$744.26,0,999,0,No,
77523,TC,5.94,7.41,$44.02,0,999,0,No,
77523,26,5.94,7.41,$44.02,0,999,0,No,
77523,,11.89,7.41,$88.10,0,999,0,No,
77525,TC,69.85,7.41,$517.59,0,999,0,No,
77525,26,288.6,7.41,"$2,138.53",0,999,0,No,
77525,,358.45,7.41,"$2,656.11",0,999,0,No,
77600,26,7.9,7.41,$58.54,0,999,0,No,
77600,TC,12.6,7.41,$93.37,0,999,0,No,
77600,,20.5,7.41,$151.91,0,999,0,No,
77605,26,12.07,7.41,$89.44,0,999,0,No,
77605,TC,22,7.41,$163.02,0,999,0,No,
77605,,37.7,7.41,$279.36,0,999,0,No,
77610,26,8.99,7.41,$66.62,0,999,0,No,
77610,TC,12.5,7.41,$92.63,0,999,0,No,
77610,,26.7,7.41,$197.85,0,999,0,No,
77615,26,12.36,7.41,$91.59,0,999,0,No,
77615,TC,15.7,7.41,$116.34,0,999,0,No,
77615,,33,7.41,$244.53,0,999,0,No,
77620,26,,,Not a benefit,,,,,
77620,,,,Not a benefit,,,,,
77750,,28.73,7.41,$212.89,0,999,90,No,
77761,TC,10.02,7.41,$74.25,0,999,0,No,
77761,26,20.41,7.41,$151.24,0,999,0,No,
77761,,30.43,7.41,$225.49,0,999,0,No,
77762,TC,14.36,7.41,$106.41,0,999,0,No,
77762,26,31.14,7.41,$230.75,0,999,0,No,
77762,,45.5,7.41,$337.16,0,999,0,No,
77763,TC,17.87,7.41,$132.42,0,999,0,No,
77763,26,46.56,7.41,$345.01,0,999,0,No,
77763,,64.43,7.41,$477.43,0,999,0,No,
77776,TC,8.7,7.41,$64.47,0,999,0,No,
77776,26,24.89,7.41,$184.43,0,999,0,No,
77776,,35.59,7.41,$263.72,0,999,0,No,
77777,TC,16.86,7.41,$124.93,0,999,0,No,
77777,26,44.96,7.41,$333.15,0,999,0,No,
77777,,67.68,7.41,$501.51,0,999,0,No,
77778,TC,20.45,7.41,$151.53,0,999,0,No,
77778,26,60.65,7.41,$449.42,0,999,0,No,
77778,,81.1,7.41,$600.95,0,999,0,No,
77785,26,6.67,7.41,$49.42,0,999,0,No,
77785,TC,10.63,7.41,$78.77,0,999,0,No,
77785,,17.3,7.41,$128.19,0,999,0,No,
77786,26,15.02,7.41,$111.30,0,999,0,No,
77786,TC,37,7.41,$274.17,0,999,0,No,
77786,,52.02,7.41,$385.47,0,999,0,No,
77787,26,23.07,7.41,$170.95,0,999,0,No,
77787,TC,54.23,7.41,$401.84,0,999,0,No,
77787,,77.3,7.41,$572.79,0,999,0,No,
77789,TC,1.83,7.41,$13.56,0,999,0,No,
77789,26,6.08,7.41,$45.05,0,999,0,No,
77789,,7.91,7.41,$58.61,0,999,0,No,
77790,TC,2.02,7.41,$14.97,0,999,0,No,
77790,26,5.73,7.41,$42.46,0,999,0,No,
77790,,7.75,7.41,$57.43,0,999,0,No,
77799,26,,,Code is manually priced,0,999,0,No,
77799,,,,Code is manually priced,0,999,0,No,
78000,26,1.15,7.41,$8.52,0,999,0,No,
78000,TC,2,7.41,$14.82,0,999,0,No,
78000,,4,7.41,$29.64,0,999,0,No,
78001,26,1.58,7.41,$11.71,0,999,0,No,
78001,TC,2.5,7.41,$18.53,0,999,0,No,
78001,,5,7.41,$37.05,0,999,0,No,
78003,26,1.97,7.41,$14.60,0,999,0,No,
78003,TC,4.5,7.41,$33.35,0,999,0,No,
78003,,8.92,7.41,$66.10,0,999,0,No,
78006,26,2.95,7.41,$21.86,0,999,0,No,
78006,TC,7.5,7.41,$55.58,0,999,0,No,
78006,,12,7.41,$88.92,0,999,0,No,
78007,26,3.03,7.41,$22.45,0,999,0,No,
78007,TC,8,7.41,$59.28,0,999,0,No,
78007,,13,7.41,$96.33,0,999,0,No,
78010,26,2.34,7.41,$17.34,0,999,0,No,
78010,TC,3,7.41,$22.23,0,999,0,No,
78010,,6,7.41,$44.46,0,999,0,No,
78011,26,2.73,7.41,$20.23,0,999,0,No,
78011,TC,4,7.41,$29.64,0,999,0,No,
78011,,8,7.41,$59.28,0,999,0,No,
78015,TC,4,7.41,$29.64,0,999,0,No,
78015,26,4,7.41,$29.64,0,999,0,No,
78015,,8,7.41,$59.28,0,999,0,No,
78016,26,4.96,7.41,$36.75,0,999,0,No,
78016,TC,5.5,7.41,$40.76,0,999,0,No,
78016,,11,7.41,$81.51,0,999,0,No,
78018,26,5.21,7.41,$38.61,0,999,0,No,
78018,,11,7.41,$81.51,0,999,0,No,
78020,26,1.1,7.41,$8.15,0,999,0,No,
78020,TC,1.92,7.41,$14.23,0,999,0,No,
78020,,3.02,7.41,$22.38,0,999,0,No,
78070,26,4.99,7.41,$36.98,0,999,0,No,
78070,,12,7.41,$88.92,0,999,0,No,
78075,26,4.49,7.41,$33.27,0,999,0,No,
78075,TC,10.5,7.41,$77.81,0,999,0,No,
78075,,17.5,7.41,$129.68,0,999,0,No,
78099,26,,,Code is manually priced,0,999,0,No,
78099,,,,Code is manually priced,0,999,0,No,
78102,TC,1.3,7.41,$9.63,0,999,0,No,
78102,26,3.34,7.41,$24.75,0,999,0,No,
78102,,5.1,7.41,$37.79,0,999,0,No,
78103,TC,1.6,7.41,$11.86,0,999,0,No,
78103,26,4.53,7.41,$33.57,0,999,0,No,
78103,,6.4,7.41,$47.42,0,999,0,No,
78104,TC,2,7.41,$14.82,0,999,0,No,
78104,26,4.88,7.41,$36.16,0,999,0,No,
78104,,8,7.41,$59.28,0,999,0,No,
78110,26,1.15,7.41,$8.52,0,999,0,No,
78110,TC,2.5,7.41,$18.53,0,999,0,No,
78110,,5,7.41,$37.05,0,999,0,No,
78111,26,1.37,7.41,$10.15,0,999,0,No,
78111,TC,3,7.41,$22.23,0,999,0,No,
78111,,6,7.41,$44.46,0,999,0,No,
78120,26,1.41,7.41,$10.45,0,999,0,No,
78120,TC,5,7.41,$37.05,0,999,0,No,
78120,,7.5,7.41,$55.58,0,999,0,No,
78121,26,1.93,7.41,$14.30,0,999,0,No,
78121,TC,6,7.41,$44.46,0,999,0,No,
78121,,9,7.41,$66.69,0,999,0,No,
78122,26,2.73,7.41,$20.23,0,999,0,No,
78122,TC,3,7.41,$22.23,0,999,0,No,
78122,,6,7.41,$44.46,0,999,0,No,
78130,26,3.71,7.41,$27.49,0,999,0,No,
78130,TC,14,7.41,$103.74,0,999,0,No,
78130,,17.79,7.41,$131.82,0,999,0,No,
78135,26,3.88,7.41,$28.75,0,999,0,No,
78135,TC,9,7.41,$66.69,0,999,0,No,
78135,,15,7.41,$111.15,0,999,0,No,
78140,26,3,7.41,$22.23,0,999,0,No,
78140,TC,7,7.41,$51.87,0,999,0,No,
78140,,10,7.41,$74.10,0,999,0,No,
78185,26,2.43,7.41,$18.01,0,999,0,No,
78185,TC,5,7.41,$37.05,0,999,0,No,
78185,,8,7.41,$59.28,0,999,0,No,
78190,26,4.68,7.41,$34.68,0,999,0,No,
78190,,30.48,7.41,$225.86,0,999,0,No,
78191,26,3.67,7.41,$27.19,0,999,0,No,
78191,TC,14,7.41,$103.74,0,999,0,No,
78191,,20,7.41,$148.20,0,999,0,No,
78195,26,5,7.41,$37.05,0,999,0,No,
78195,TC,7.5,7.41,$55.58,0,999,0,No,
78195,,12.5,7.41,$92.63,0,999,0,No,
78199,26,,,Code is manually priced,0,999,0,No,
78199,,,,Code is manually priced,0,999,0,No,
78201,26,2.6,7.41,$19.27,0,999,0,No,
78201,TC,8.8,7.41,$65.21,0,999,0,No,
78201,,12.9,7.41,$95.59,0,999,0,No,
78202,26,3.04,7.41,$22.53,0,999,0,No,
78202,TC,11.8,7.41,$87.44,0,999,0,No,
78202,,16.9,7.41,$125.23,0,999,0,No,
78205,26,4.32,7.41,$32.01,0,999,0,No,
78205,TC,14,7.41,$103.74,0,999,0,No,
78205,,22.5,7.41,$166.73,0,999,0,No,
78206,26,4.58,7.41,$33.94,0,999,0,No,
78206,TC,22.17,7.41,$164.28,0,999,0,No,
78206,,26.75,7.41,$198.22,0,999,0,No,
78215,26,2.95,7.41,$21.86,0,999,0,No,
78215,TC,11.8,7.41,$87.44,0,999,0,No,
78215,,16.9,7.41,$125.23,0,999,0,No,
78216,26,3.42,7.41,$25.34,0,999,0,No,
78216,TC,13,7.41,$96.33,0,999,0,No,
78216,,16.12,7.41,$119.45,0,999,0,No,
78226,26,3.53,7.41,$26.16,0,999,0,No,
78226,TC,29.8,7.41,$220.82,0,999,0,No,
78226,,33.33,7.41,$246.98,0,999,0,No,
78227,26,4.26,7.41,$31.57,0,999,0,No,
78227,TC,29.8,7.41,$220.82,0,999,0,No,
78227,,34.06,7.41,$252.38,0,999,0,No,
78230,26,2.69,7.41,$19.93,0,999,0,No,
78230,TC,6.5,7.41,$48.17,0,999,0,No,
78230,,10.5,7.41,$77.81,0,999,0,No,
78231,26,3.12,7.41,$23.12,0,999,0,No,
78231,TC,7.3,7.41,$54.09,0,999,0,No,
78231,,11.8,7.41,$87.44,0,999,0,No,
78232,26,2.86,7.41,$21.19,0,999,0,No,
78232,TC,6,7.41,$44.46,0,999,0,No,
78232,,10.5,7.41,$77.81,0,999,0,No,
78258,TC,2,7.41,$14.82,0,999,0,No,
78258,26,2,7.41,$14.82,0,999,0,No,
78258,,4,7.41,$29.64,0,999,0,No,
78261,26,4,7.41,$29.64,0,999,0,No,
78261,TC,6.5,7.41,$48.17,0,999,0,No,
78261,,10.5,7.41,$77.81,0,999,0,No,
78262,26,3,7.41,$22.23,0,999,0,No,
78262,TC,5,7.41,$37.05,0,999,0,No,
78262,,8,7.41,$59.28,0,999,0,No,
78264,TC,2,7.41,$14.82,0,999,0,No,
78264,26,2,7.41,$14.82,0,999,0,No,
78264,,4,7.41,$29.64,0,999,0,No,
78267,,1.64,7.41,$12.15,0,999,0,No,
78268,,14.01,7.41,$103.81,0,999,0,No,
78270,26,1.19,7.41,$8.82,0,999,0,No,
78270,TC,4.5,7.41,$33.35,0,999,0,No,
78270,,7.5,7.41,$55.58,0,999,0,No,
78271,26,1.15,7.41,$8.52,0,999,0,No,
78271,TC,6,7.41,$44.46,0,999,0,No,
78271,,9.29,7.41,$68.84,0,999,0,No,
78272,26,1.54,7.41,$11.41,0,999,0,No,
78272,TC,6,7.41,$44.46,0,999,0,No,
78272,,10,7.41,$74.10,0,999,0,No,
78278,26,5.38,7.41,$39.87,0,999,0,No,
78278,TC,6.62,7.41,$49.05,0,999,0,No,
78278,,12,7.41,$88.92,0,999,0,No,
78282,26,2.3,7.41,$17.04,0,999,0,No,
78282,TC,6,7.41,$44.46,0,999,0,No,
78282,,9,7.41,$66.69,0,999,0,No,
78290,26,4,7.41,$29.64,0,999,0,No,
78290,TC,6,7.41,$44.46,0,999,0,No,
78290,,10,7.41,$74.10,0,999,0,No,
78291,TC,1.5,7.41,$11.12,0,999,0,No,
78291,26,2.5,7.41,$18.53,0,999,0,No,
78291,,4,7.41,$29.64,0,999,0,No,
78299,26,,,Code is manually priced,0,999,0,No,
78299,,,,Code is manually priced,0,999,0,No,
78300,26,3.75,7.41,$27.79,0,999,0,No,
78300,TC,9.5,7.41,$70.40,0,999,0,No,
78300,,14,7.41,$103.74,0,999,0,No,
78305,26,4.99,7.41,$36.98,0,999,0,No,
78305,TC,11.5,7.41,$85.22,0,999,0,No,
78305,,17,7.41,$125.97,0,999,0,No,
78306,26,5.21,7.41,$38.61,0,999,0,No,
78306,TC,14.2,7.41,$105.22,0,999,0,No,
78306,,21,7.41,$155.61,0,999,0,No,
78315,26,4.4,7.41,$32.60,0,999,0,No,
78315,TC,15.4,7.41,$114.11,0,999,0,No,
78315,,19.8,7.41,$146.72,0,999,0,No,
78320,26,6.29,7.41,$46.61,0,999,0,No,
78320,TC,14.5,7.41,$107.45,0,999,0,No,
78320,,22.5,7.41,$166.73,0,999,0,No,
78350,26,2.8,7.41,$20.75,0,999,0,No,
78350,TC,3.2,7.41,$23.71,0,999,0,No,
78350,,6,7.41,$44.46,0,999,0,No,
78351,26,4.2,7.41,$31.12,0,999,0,Yes,
78351,TC,5.27,7.41,$39.05,0,999,0,Yes,
78351,,9.47,7.41,$70.17,0,999,0,Yes,
78399,26,,,Code is manually priced,0,999,0,No,
78399,,,,Code is manually priced,0,999,0,No,
78414,26,2.56,7.41,$18.97,0,999,0,No,
78414,TC,7.5,7.41,$55.58,0,999,0,No,
78414,,15,7.41,$111.15,0,999,0,No,
78428,26,4.92,7.41,$36.46,0,999,0,No,
78428,TC,9.8,7.41,$72.62,0,999,0,No,
78428,,15.8,7.41,$117.08,0,999,0,No,
78445,26,2.95,7.41,$21.86,0,999,0,No,
78445,TC,3.5,7.41,$25.94,0,999,0,No,
78445,,7,7.41,$51.87,0,999,0,No,
78451,26,5.11,7.41,$37.87,0,999,0,No,
78451,TC,12.05,7.41,$89.29,0,999,0,No,
78451,,17.16,7.41,$127.16,0,999,0,No,
78452,26,6.05,7.41,$44.83,0,999,0,No,
78452,TC,23.29,7.41,$172.58,0,999,0,No,
78452,,29.34,7.41,$217.71,0,999,0,No,
78453,26,3.7,7.41,$27.42,0,999,0,No,
78453,TC,11.24,7.41,$83.29,0,999,0,No,
78453,,14.94,7.41,$110.71,0,999,0,No,
78454,26,4.92,7.41,$36.46,0,999,0,No,
78454,TC,9.45,7.41,$70.02,0,999,0,No,
78454,,14.36,7.41,$106.41,0,999,0,No,
78456,26,5.12,7.41,$37.94,0,999,0,No,
