"Colorado Medicaid Fee Schedule January 1, 2012",,,,,,,,,
"The reimbursement rates listed in this fee schedule are valid for services rendered on or after January 1, 2012.  Please refer to the Fee Schedule Instructions on the website for an explanation of each field.",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
CPT or HCPCS Procedure Code,Procedure Code Modifier,Base Value,Conversion Factor,Total CO Medicaid Allowable (Relative Value x Conversion Factor),Min Age,Max Age,Post Op Days,Prior Authorization Needed,
33240,,10.46,32.47,$339.64,0,999,90,No,
33241,,4.07,32.47,$132.15,0,999,90,No,
33243,,29.76,32.47,$966.31,0,999,90,No,
33244,,19.93,32.47,$647.13,0,999,90,No,
33249,,22.96,32.47,$745.51,0,999,90,No,
3324F,,,,Not a benefit,,,,,
33250,,26,32.47,$844.22,0,999,90,No,
33251,,34,32.47,"$1,103.98",0,999,90,No,
33254,,27.16,32.47,$881.89,0,999,90,No,
33255,,32.69,32.47,"$1,061.44",0,999,90,No,
33256,,39.01,32.47,"$1,266.65",0,999,90,No,
33257,,10.7,32.47,$347.43,0,999,0,No,
33258,,12.07,32.47,$391.91,0,999,0,No,
33259,,15.79,32.47,$512.70,0,999,0,No,
3325F,,,,Not a benefit,,,,,
33261,,42,32.47,"$1,363.74",0,999,90,No,
33262,,8.45,32.47,$274.37,0,999,90,No,
33263,,8.78,32.47,$285.09,0,999,90,No,
33264,,9.11,32.47,$295.80,0,999,90,No,
33265,,27.16,32.47,$881.89,0,999,90,No,
33266,,37.11,32.47,"$1,204.96",0,999,90,No,
33282,,8.5,32.47,$276.00,0,999,90,No,
33284,,6.59,32.47,$213.98,0,999,90,No,
3328F,,,,Not a benefit,,,,,
33300,,24,32.47,$779.28,0,999,90,No,
33305,,32,32.47,"$1,039.04",0,999,90,No,
3330F,,,,Not a benefit,,,,,
33310,,24,32.47,$779.28,0,999,90,No,
33315,,32,32.47,"$1,039.04",0,999,90,No,
3331F,,,,Not a benefit,,,,,
33320,,27.65,32.47,$897.80,0,999,90,No,
33321,,32.2,32.47,"$1,045.53",0,999,90,No,
33322,,36.2,32.47,"$1,175.41",0,999,90,No,
33330,,36.54,32.47,"$1,186.45",0,999,90,No,
33332,,35.29,32.47,"$1,145.87",0,999,90,No,
33335,,49.29,32.47,"$1,600.45",0,999,90,No,
33400,,38,32.47,"$1,233.86",0,999,90,No,
33401,,32.49,32.47,"$1,054.95",0,999,90,No,
33403,,33.9,32.47,"$1,100.73",0,999,90,No,
33404,,44.52,32.47,"$1,445.56",0,999,90,No,
33405,,49.56,32.47,"$1,609.21",0,999,90,No,
33406,,47.98,32.47,"$1,557.91",0,999,90,No,
3340F,,,,Not a benefit,,,,,
33410,,47.61,32.47,"$1,545.90",0,999,90,No,
33411,,50.06,32.47,"$1,625.45",0,999,90,No,
33412,,50.36,32.47,"$1,635.19",0,999,90,No,
33413,,49.45,32.47,"$1,605.64",0,999,90,No,
33414,,42.37,32.47,"$1,375.75",0,999,90,No,
33415,,33.15,32.47,"$1,076.38",0,999,90,No,
33416,,35,32.47,"$1,136.45",0,999,90,No,
33417,,34,32.47,"$1,103.98",0,999,90,No,
3341F,,,,Not a benefit,,,,,
33420,,26,32.47,$844.22,0,999,90,No,
33422,,34,32.47,"$1,103.98",0,999,90,No,
33425,,38,32.47,"$1,233.86",0,999,90,No,
33426,,38,32.47,"$1,233.86",0,999,90,No,
33427,,38,32.47,"$1,233.86",0,999,90,No,
3342F,,,,Not a benefit,,,,,
33430,,38,32.47,"$1,233.86",0,999,90,No,
3343F,,,,Not a benefit,,,,,
3344F,,,,Not a benefit,,,,,
3345F,,,,Not a benefit,,,,,
33460,,38,32.47,"$1,233.86",0,999,90,No,
33463,,34.97,32.47,"$1,135.48",0,999,90,No,
33464,,37.43,32.47,"$1,215.35",0,999,90,No,
33465,,38,32.47,"$1,233.86",0,999,90,No,
33468,,38,32.47,"$1,233.86",0,999,90,No,
33470,,26,32.47,$844.22,0,999,90,No,
33471,,30.59,32.47,$993.26,0,999,90,No,
33472,,26,32.47,$844.22,0,999,90,No,
33474,,34,32.47,"$1,103.98",0,999,90,No,
33475,,39.56,32.47,"$1,284.51",0,999,90,No,
33476,,38,32.47,"$1,233.86",0,999,90,No,
33478,,38,32.47,"$1,233.86",0,999,90,No,
33496,,44.14,32.47,"$1,433.23",0,999,90,No,
33500,,28,32.47,$909.16,0,999,90,No,
33501,,27.68,32.47,$898.77,0,999,90,No,
33502,,26,32.47,$844.22,0,999,90,No,
33503,,28,32.47,$909.16,0,999,90,No,
33504,,36,32.47,"$1,168.92",0,999,90,No,
33505,,36.71,32.47,"$1,191.97",0,999,90,No,
33506,,36.71,32.47,"$1,191.97",0,999,90,No,
33507,,36.21,32.47,"$1,175.74",0,999,90,No,
33508,,0.34,32.47,$11.04,0,999,0,No,
3350F,,,,Not a benefit,,,,,
33510,,38,32.47,"$1,233.86",0,999,90,No,
33511,,44,32.47,"$1,428.68",0,999,90,No,
33512,,50,32.47,"$1,623.50",0,999,90,No,
33513,,56,32.47,"$1,818.32",0,999,90,No,
33514,,62,32.47,"$2,013.14",0,999,90,No,
33516,,68,32.47,"$2,207.96",0,999,90,No,
33517,,4.9,32.47,$159.10,0,999,0,No,
33518,,10.61,32.47,$344.51,0,999,0,No,
33519,,14.15,32.47,$459.45,0,999,0,No,
3351F,,,,Not a benefit,,,,,
33521,,17.13,32.47,$556.21,0,999,0,No,
33522,,19.48,32.47,$632.52,0,999,0,No,
33523,,22.23,32.47,$721.81,0,999,0,No,
3352F,,,,Not a benefit,,,,,
33530,,7.8,32.47,$253.27,0,999,0,No,
33533,,40.52,32.47,"$1,315.68",0,999,90,No,
33534,,51.12,32.47,"$1,659.87",0,999,90,No,
33535,,57.19,32.47,"$1,856.96",0,999,90,No,
33536,,61.13,32.47,"$1,984.89",0,999,90,No,
3353F,,,,Not a benefit,,,,,
33542,,38,32.47,"$1,233.86",0,999,90,No,
33545,,44,32.47,"$1,428.68",0,999,90,No,
33548,,47.65,32.47,"$1,547.20",0,999,90,No,
3354F,,,,Not a benefit,,,,,
33572,,6.22,32.47,$201.96,0,999,0,No,
33600,,40.97,32.47,"$1,330.30",0,999,90,No,
33602,,39.56,32.47,"$1,284.51",0,999,90,No,
33606,,42.37,32.47,"$1,375.75",0,999,90,No,
33608,,43.44,32.47,"$1,410.50",0,999,90,No,
33610,,42.37,32.47,"$1,375.75",0,999,90,No,
33611,,45.2,32.47,"$1,467.64",0,999,90,No,
33612,,46.41,32.47,"$1,506.93",0,999,90,No,
33615,,44.13,32.47,"$1,432.90",0,999,90,No,
33617,,46.61,32.47,"$1,513.43",0,999,90,No,
33619,,51.21,32.47,"$1,662.79",0,999,90,No,
33620,,38.17,32.47,"$1,239.38",0,999,0,No,
33621,,20.55,32.47,$667.26,0,999,0,No,
33622,,80.54,32.47,"$2,615.13",0,999,0,No,
33641,,36,32.47,"$1,168.92",0,999,90,No,
33645,,32.85,32.47,"$1,066.64",0,999,90,No,
33647,,44.24,32.47,"$1,436.47",0,999,90,No,
33660,,38,32.47,"$1,233.86",0,999,90,No,
33665,,44,32.47,"$1,428.68",0,999,90,No,
33670,,44,32.47,"$1,428.68",0,999,90,No,
33675,,43.44,32.47,"$1,410.50",0,999,90,No,
33676,,44.76,32.47,"$1,453.36",0,999,90,No,
33677,,46.51,32.47,"$1,510.18",0,999,90,No,
33681,,36,32.47,"$1,168.92",0,999,90,No,
33684,,44,32.47,"$1,428.68",0,999,90,No,
33688,,44,32.47,"$1,428.68",0,999,90,No,
33690,,24,32.47,$779.28,0,999,90,No,
33692,,44,32.47,"$1,428.68",0,999,90,No,
33694,,44,32.47,"$1,428.68",0,999,90,No,
33697,,46.61,32.47,"$1,513.43",0,999,90,No,
33702,,38,32.47,"$1,233.86",0,999,90,No,
3370F,,,,Not a benefit,,,,,
33710,,44,32.47,"$1,428.68",0,999,90,No,
33720,,38,32.47,"$1,233.86",0,999,90,No,
33722,,39.56,32.47,"$1,284.51",0,999,90,No,
33724,,30.93,32.47,"$1,004.30",0,999,90,No,
33726,,40.76,32.47,"$1,323.48",0,999,90,No,
3372F,,,,Not a benefit,,,,,
33730,,38,32.47,"$1,233.86",0,999,90,No,
33732,,39.2,32.47,"$1,272.82",0,999,90,No,
33735,,26,32.47,$844.22,0,999,90,No,
33736,,28.9,32.47,$938.38,0,999,90,No,
33737,,30,32.47,$974.10,0,999,90,No,
3374F,,,,Not a benefit,,,,,
33750,,28,32.47,$909.16,0,999,90,No,
33755,,28,32.47,$909.16,0,999,90,No,
33762,,28,32.47,$909.16,0,999,90,No,
33764,,30,32.47,$974.10,0,999,90,No,
33766,,28,32.47,$909.16,0,999,90,No,
33767,,33.9,32.47,"$1,100.73",0,999,90,No,
33768,,8.96,32.47,$290.93,0,999,0,No,
3376F,,,,Not a benefit,,,,,
33770,,46.25,32.47,"$1,501.74",0,999,90,No,
33771,,48.03,32.47,"$1,559.53",0,999,90,No,
33774,,38,32.47,"$1,233.86",0,999,90,No,
33775,,42,32.47,"$1,363.74",0,999,90,No,
33776,,42,32.47,"$1,363.74",0,999,90,No,
33777,,42,32.47,"$1,363.74",0,999,90,No,
33778,,44,32.47,"$1,428.68",0,999,90,No,
33779,,48,32.47,"$1,558.56",0,999,90,No,
33780,,48,32.47,"$1,558.56",0,999,90,No,
33781,,48,32.47,"$1,558.56",0,999,90,No,
33782,,55.57,32.47,"$1,804.36",0,999,90,No,
33783,,60.06,32.47,"$1,950.15",0,999,90,No,
33786,,48,32.47,"$1,558.56",0,999,90,No,
33788,,28,32.47,$909.16,0,999,90,No,
3378F,,,,Not a benefit,,,,,
33800,,21.97,32.47,$713.37,0,999,90,No,
33802,,24,32.47,$779.28,0,999,90,No,
33803,,28,32.47,$909.16,0,999,90,No,
3380F,,,,Not a benefit,,,,,
33813,,28,32.47,$909.16,0,999,90,No,
33814,,36,32.47,"$1,168.92",0,999,90,No,
33820,,17.57,32.47,$570.50,0,999,90,No,
33822,,18,32.47,$584.46,0,18,90,No,
33824,,24,32.47,$779.28,18,999,90,No,
3382F,,,,Not a benefit,,,,,
33840,,28,32.47,$909.16,0,999,90,No,
33845,,32,32.47,"$1,039.04",0,999,90,No,
3384F,,,,Not a benefit,,,,,
33851,,32,32.47,"$1,039.04",0,999,90,No,
33852,,36,32.47,"$1,168.92",0,999,90,No,
33853,,43.79,32.47,"$1,421.86",0,999,90,No,
33860,,38,32.47,"$1,233.86",0,999,90,No,
33863,,58.72,32.47,"$1,906.64",0,999,90,No,
33864,,56.94,32.47,"$1,848.84",0,999,90,No,
3386F,,,,Not a benefit,,,,,
33870,,46,32.47,"$1,493.62",0,999,90,No,
33875,,38,32.47,"$1,233.86",0,999,90,No,
33877,,42,32.47,"$1,363.74",0,999,90,No,
33880,,37.57,32.47,"$1,219.90",0,999,90,No,
33881,,32.29,32.47,"$1,048.46",0,999,90,No,
33883,,23.84,32.47,$774.08,0,999,90,No,
33884,,8.84,32.47,$287.03,0,999,0,No,
33886,,20.59,32.47,$668.56,0,999,90,No,
33889,,17.61,32.47,$571.80,0,999,0,No,
3388F,,,,Not a benefit,,,,,
33891,,22.48,32.47,$729.93,0,999,0,No,
3390F,,,,Not a benefit,,,,,
33910,,34,32.47,"$1,103.98",0,999,90,No,
33915,,26,32.47,$844.22,0,999,90,No,
33916,,38,32.47,"$1,233.86",0,999,90,No,
33917,,33.9,32.47,"$1,100.73",0,999,90,No,
33920,,44.49,32.47,"$1,444.59",0,999,90,No,
33922,,32.49,32.47,"$1,054.95",0,999,90,No,
33924,,7.62,32.47,$247.42,0,999,0,No,
33925,,36.96,32.47,"$1,200.09",0,999,90,No,
33926,,49.91,32.47,"$1,620.58",0,999,90,No,
33930,,18.17,32.47,$589.98,0,999,0,No,
33933,,79.31,32.47,"$2,575.20",0,999,0,No,
33935,,91.38,32.47,"$2,967.11",0,999,90,No,
33940,,13.98,32.47,$453.93,0,999,0,No,
33944,,54.91,32.47,"$1,782.93",0,999,0,No,
33945,,66,32.47,"$2,143.02",0,999,90,No,
3394F,,,,Not a benefit,,,,,
3395F,,,,Not a benefit,,,,,
33960,,26,32.47,$844.22,0,999,0,No,
33961,,14.74,32.47,$478.61,0,999,0,No,
33967,,5.68,32.47,$184.43,0,999,0,No,
33968,,0.89,32.47,$28.90,0,999,0,No,
33970,,6,32.47,$194.82,0,999,0,No,
33971,,6,32.47,$194.82,0,999,0,No,
33973,,14.26,32.47,$463.02,0,999,0,No,
33974,,10.55,32.47,$342.56,0,999,90,No,
33975,,28.25,32.47,$917.28,0,999,0,No,
33976,,32.7,32.47,"$1,061.77",0,999,0,No,
33977,,24.71,32.47,$802.33,0,999,90,No,
33978,,28.25,32.47,$917.28,0,999,90,No,
33979,,28.25,32.47,$917.28,0,999,0,No,
33980,,24.71,32.47,$802.33,0,999,90,No,
33981,,,,Code is manually priced,0,999,0,No,
33982,,,,Code is manually priced,0,999,0,No,
33983,,,,Code is manually priced,0,999,0,No,
33999,,,,Code is manually priced,0,999,90,No,
34001,,14,32.47,$454.58,0,999,90,No,
34051,,18,32.47,$584.46,0,999,90,No,
34101,,14,32.47,$454.58,0,999,90,No,
34111,,6,32.47,$194.82,0,999,90,No,
34151,,18,32.47,$584.46,0,999,90,No,
34201,,14,32.47,$454.58,0,999,90,No,
34203,,18,32.47,$584.46,0,999,90,No,
34401,,18,32.47,$584.46,0,999,90,No,
34421,,14,32.47,$454.58,0,999,90,No,
34451,,29.96,32.47,$972.80,0,999,90,No,
34471,,14,32.47,$454.58,0,999,90,No,
34490,,14,32.47,$454.58,0,999,90,No,
34501,,14,32.47,$454.58,0,999,90,No,
34502,,37.12,32.47,"$1,205.29",0,999,90,No,
3450F,,,,Not a benefit,,,,,
34510,,18.66,32.47,$605.89,0,999,90,No,
3451F,,,,Not a benefit,,,,,
34520,,18.35,32.47,$595.82,0,999,90,No,
3452F,,,,Not a benefit,,,,,
34530,,25.7,32.47,$834.48,0,999,90,No,
3455F,,,,Not a benefit,,,,,
3470F,,,,Not a benefit,,,,,
3471F,,,,Not a benefit,,,,,
3472F,,,,Not a benefit,,,,,
3475F,,,,Not a benefit,,,,,
3476F,,,,Not a benefit,,,,,
34800,,26.79,32.47,$869.87,0,999,90,No,
34802,,29.56,32.47,$959.81,0,999,90,No,
34803,,28.85,32.47,$936.76,0,999,90,No,
34804,,29.56,32.47,$959.81,0,999,90,No,
34805,,24.25,32.47,$787.40,0,999,90,No,
34806,,1.85,32.47,$60.07,0,999,0,No,
34808,,5.09,32.47,$165.27,0,999,0,No,
34812,,8.33,32.47,$270.48,0,999,0,No,
34813,,5.92,32.47,$192.22,0,999,0,No,
34820,,12.03,32.47,$390.61,0,999,0,No,
34825,,16,32.47,$519.52,0,999,90,No,
34826,,5.09,32.47,$165.27,0,999,0,No,
34830,,41.69,32.47,"$1,353.67",0,999,90,No,
34831,,45.07,32.47,"$1,463.42",0,999,90,No,
34832,,45.07,32.47,"$1,463.42",0,999,90,No,
34833,,13.46,32.47,$437.05,0,999,0,No,
34834,,6.32,32.47,$205.21,0,999,0,No,
34900,,19.84,32.47,$644.20,0,999,90,No,
3490F,,,,Not a benefit,,,,,
3491F,,,,Not a benefit,,,,,
3492F,,,,Not a benefit,,,,,
3493F,,,,Not a benefit,,,,,
3494F,,,,Not a benefit,,,,,
3495F,,,,Not a benefit,,,,,
3496F,,,,Not a benefit,,,,,
3497F,,,,Not a benefit,,,,,
3498F,,,,Not a benefit,,,,,
35001,,24,32.47,$779.28,0,999,90,No,
35002,,24,32.47,$779.28,0,999,90,No,
35005,,20.73,32.47,$673.10,0,999,90,No,
3500F,,,,Not a benefit,,,,,
35011,,24,32.47,$779.28,0,999,90,No,
35013,,24,32.47,$779.28,0,999,90,No,
35021,,26,32.47,$844.22,0,999,90,No,
35022,,32,32.47,"$1,039.04",0,999,90,No,
3502F,,,,Not a benefit,,,,,
3503F,,,,Not a benefit,,,,,
35045,,26.07,32.47,$846.49,0,999,90,No,
35081,,32,32.47,"$1,039.04",0,999,90,No,
35082,,36,32.47,"$1,168.92",0,999,90,No,
35091,,38,32.47,"$1,233.86",0,999,90,No,
35092,,36,32.47,"$1,168.92",0,999,90,No,
35102,,32,32.47,"$1,039.04",0,999,90,No,
35103,,36,32.47,"$1,168.92",0,999,90,No,
3510F,,,,Not a benefit,,,,,
35111,,16,32.47,$519.52,0,999,90,No,
35112,,16,32.47,$519.52,0,999,90,No,
3511F,,,,Not a benefit,,,,,
35121,,24,32.47,$779.28,0,999,90,No,
35122,,24,32.47,$779.28,0,999,90,No,
3512F,,,,Not a benefit,,,,,
35131,,24,32.47,$779.28,0,999,90,No,
35132,,24,32.47,$779.28,0,999,90,No,
3513F,,,,Not a benefit,,,,,
35141,,20,32.47,$649.40,0,999,90,No,
35142,,20,32.47,$649.40,0,999,90,No,
3514F,,,,Not a benefit,,,,,
35151,,20,32.47,$649.40,0,999,90,No,
35152,,25,32.47,$811.75,0,999,90,No,
3515F,,,,Not a benefit,,,,,
35180,,15.02,32.47,$487.70,0,999,90,No,
35182,,39.72,32.47,"$1,289.71",0,999,90,No,
35184,,17.33,32.47,$562.71,0,999,90,No,
35188,,20.64,32.47,$670.18,0,999,90,No,
35189,,35.84,32.47,"$1,163.72",0,999,90,No,
35190,,17.24,32.47,$559.78,0,999,90,No,
35201,,18,32.47,$584.46,0,999,90,No,
35206,,18,32.47,$584.46,0,999,90,No,
35207,,18,32.47,$584.46,0,999,90,No,
35211,,32,32.47,"$1,039.04",0,999,90,No,
35216,,24,32.47,$779.28,0,999,90,No,
35221,,22,32.47,$714.34,0,999,90,No,
35226,,18,32.47,$584.46,0,999,90,No,
35231,,23,32.47,$746.81,0,999,90,No,
35236,,23,32.47,$746.81,0,999,90,No,
35241,,37,32.47,"$1,201.39",0,999,90,No,
35246,,25,32.47,$811.75,0,999,90,No,
35251,,27,32.47,$876.69,0,999,90,No,
35256,,23,32.47,$746.81,0,999,90,No,
35261,,16,32.47,$519.52,0,999,90,No,
35266,,16,32.47,$519.52,0,999,90,No,
35271,,30,32.47,$974.10,0,999,90,No,
35276,,22,32.47,$714.34,0,999,90,No,
35281,,20,32.47,$649.40,0,999,90,No,
35286,,16,32.47,$519.52,0,999,90,No,
35301,,24,32.47,$779.28,0,999,90,No,
35302,,22.98,32.47,$746.16,0,999,90,No,
35303,,25.24,32.47,$819.54,0,999,90,No,
35304,,26.26,32.47,$852.66,0,999,90,No,
35305,,25.24,32.47,$819.54,0,999,90,No,
35306,,9.43,32.47,$306.19,0,999,0,No,
35311,,28,32.47,$909.16,0,999,90,No,
35321,,24,32.47,$779.28,0,999,90,No,
35331,,32,32.47,"$1,039.04",0,999,90,No,
35341,,24,32.47,$779.28,0,999,90,No,
35351,,24,32.47,$779.28,0,999,90,No,
35355,,24,32.47,$779.28,0,999,90,No,
35361,,32,32.47,"$1,039.04",0,999,90,No,
35363,,32,32.47,"$1,039.04",0,999,90,No,
35371,,20,32.47,$649.40,0,999,90,No,
35372,,24,32.47,$779.28,0,999,90,No,
35390,,4.07,32.47,$132.15,0,999,0,No,
35400,,4.21,32.47,$136.70,0,999,0,No,
35450,,8.48,32.47,$275.35,0,999,0,No,
35452,,9.07,32.47,$294.50,0,999,0,No,
35458,,13.21,32.47,$428.93,0,999,0,No,
35460,,8.3,32.47,$269.50,0,999,0,No,
35471,,11.8,32.47,$383.15,0,999,0,No,
35472,,8.1,32.47,$263.01,0,999,0,No,
35475,,11.13,32.47,$361.39,0,999,0,No,
35476,,7.08,32.47,$229.89,0,999,0,No,
35500,,4,32.47,$129.88,0,999,0,No,
35501,,31,32.47,"$1,006.57",0,999,90,No,
35506,,31,32.47,"$1,006.57",0,999,90,No,
35508,,34.7,32.47,"$1,126.71",0,999,90,No,
35509,,31,32.47,"$1,006.57",0,999,90,No,
3550F,,,,Not a benefit,,,,,
35510,,25.65,32.47,$832.86,0,999,90,No,
35511,,31,32.47,"$1,006.57",0,999,90,No,
35512,,25.16,32.47,$816.95,0,999,90,No,
35515,,31.44,32.47,"$1,020.86",0,999,90,No,
35516,,31,32.47,"$1,006.57",0,999,90,No,
35518,,30.86,32.47,"$1,002.02",0,999,90,No,
3551F,,,,Not a benefit,,,,,
35521,,31,32.47,"$1,006.57",0,999,90,No,
35522,,24.43,32.47,$793.24,0,999,90,No,
35523,,23.35,32.47,$758.17,0,999,90,No,
35525,,23.32,32.47,$757.20,0,999,90,No,
35526,,35,32.47,"$1,136.45",0,999,90,No,
3552F,,,,Not a benefit,,,,,
35531,,35,32.47,"$1,136.45",0,999,90,No,
35533,,38.17,32.47,"$1,239.38",0,999,90,No,
35535,,42.89,32.47,"$1,392.64",0,999,90,No,
35536,,35,32.47,"$1,136.45",0,999,90,No,
35537,,44.37,32.47,"$1,440.69",0,999,90,No,
35538,,49.56,32.47,"$1,609.21",0,999,90,No,
35539,,46.58,32.47,"$1,512.45",0,999,90,No,
35540,,51.91,32.47,"$1,685.52",0,999,90,No,
35556,,32,32.47,"$1,039.04",0,999,90,No,
35558,,27,32.47,$876.69,0,999,90,No,
3555F,,,,Not a benefit,,,,,
35560,,42.8,32.47,"$1,389.72",0,999,90,No,
35563,,31,32.47,"$1,006.57",0,999,90,No,
35565,,31,32.47,"$1,006.57",0,999,90,No,
35566,,35,32.47,"$1,136.45",0,999,90,No,
35570,,33.14,32.47,"$1,076.06",0,999,90,No,
35571,,27,32.47,$876.69,0,999,90,No,
35572,,7.6,32.47,$246.77,0,999,0,No,
35583,,25.5,32.47,$827.99,0,999,90,No,
35585,,28,32.47,$909.16,0,999,90,No,
35587,,27,32.47,$876.69,0,999,90,No,
35600,,6.24,32.47,$202.61,0,999,0,No,
35601,,10.75,32.47,$349.05,0,999,90,No,
35606,,24,32.47,$779.28,0,999,90,No,
35612,,24,32.47,$779.28,0,999,90,No,
35616,,24,32.47,$779.28,0,999,90,No,
35621,,24,32.47,$779.28,0,999,90,No,
35623,,19.66,32.47,$638.36,0,999,90,No,
35626,,28,32.47,$909.16,0,999,90,No,
35631,,28,32.47,$909.16,0,999,90,No,
35632,,40.72,32.47,"$1,322.18",0,999,90,No,
35633,,43.97,32.47,"$1,427.71",0,999,90,No,
35634,,39.85,32.47,"$1,293.93",0,999,90,No,
35636,,28,32.47,$909.16,0,999,90,No,
35637,,35.35,32.47,"$1,147.81",0,999,90,No,
35638,,35.91,32.47,"$1,166.00",0,999,90,No,
35642,,26.92,32.47,$874.09,0,999,90,No,
35645,,26.9,32.47,$873.44,0,999,90,No,
35646,,32,32.47,"$1,039.04",0,999,90,No,
35647,,34.7,32.47,"$1,126.71",0,999,90,No,
35650,,28.2,32.47,$915.65,0,999,90,No,
35654,,29.95,32.47,$972.48,0,999,90,No,
35656,,25,32.47,$811.75,0,999,90,No,
35661,,20,32.47,$649.40,0,999,90,No,
35663,,24,32.47,$779.28,0,999,90,No,
35665,,24,32.47,$779.28,0,999,90,No,
35666,,28,32.47,$909.16,0,999,90,No,
35671,,20,32.47,$649.40,0,999,90,No,
35681,,2.18,32.47,$70.78,0,999,90,No,
35682,,9.36,32.47,$303.92,0,999,0,No,
35683,,9.35,32.47,$303.59,0,1,0,No,
35685,,4.73,32.47,$153.58,0,999,0,No,
35686,,3.91,32.47,$126.96,0,999,0,No,
35691,,26.74,32.47,$868.25,0,999,90,No,
35693,,19.61,32.47,$636.74,0,999,90,No,
35694,,22.72,32.47,$737.72,0,999,90,No,
35695,,22.72,32.47,$737.72,0,999,90,No,
35697,,3.2,32.47,$103.90,0,999,90,No,
35700,,3.93,32.47,$127.61,0,999,0,No,
35701,,10,32.47,$324.70,0,999,90,No,
3570F,,,,Not a benefit,,,,,
35721,,8,32.47,$259.76,0,999,90,No,
3572F,,,,Not a benefit,,,,,
3573F,,,,Not a benefit,,,,,
35741,,8,32.47,$259.76,0,999,90,No,
35761,,9,32.47,$292.23,0,999,90,No,
35800,,10,32.47,$324.70,0,999,90,No,
35820,,20,32.47,$649.40,0,999,90,No,
35840,,15,32.47,$487.05,0,999,90,No,
35860,,8,32.47,$259.76,0,999,90,No,
35870,,28.76,32.47,$933.84,0,999,90,No,
35875,,13.02,32.47,$422.76,0,999,90,No,
35876,,17.65,32.47,$573.10,0,999,90,No,
35879,,21,32.47,$681.87,0,999,90,No,
35881,,23.02,32.47,$747.46,0,999,90,No,
35883,,25.89,32.47,$840.65,0,999,90,No,
35884,,27.49,32.47,$892.60,0,999,90,No,
35901,,13.4,32.47,$435.10,0,999,90,No,
35903,,15.16,32.47,$492.25,0,999,90,No,
35905,,19.35,32.47,$628.29,0,999,90,No,
35907,,19.56,32.47,$635.11,0,999,90,No,
36000,,0.66,32.47,$21.43,0,999,0,No,
36002,,4,32.47,$129.88,0,999,0,No,
36005,,1.1,32.47,$35.72,0,999,0,No,
36010,,2,32.47,$64.94,0,999,0,No,
36011,,3.33,32.47,$108.13,0,999,0,No,
36012,,4.67,32.47,$151.63,0,999,0,No,
36013,,3.33,32.47,$108.13,0,999,0,No,
36014,,4,32.47,$129.88,0,999,0,No,
36015,,4.67,32.47,$151.63,0,999,0,No,
36100,,4,32.47,$129.88,0,999,0,No,
36120,,4,32.47,$129.88,0,999,0,No,
36140,,4,32.47,$129.88,0,999,0,No,
36147,,13.5,32.47,$438.35,0,999,0,No,
36148,,4.26,32.47,$138.32,0,999,0,No,
36160,,3.2,32.47,$103.90,0,999,0,No,
36200,,4,32.47,$129.88,0,999,0,No,
36215,,5,32.47,$162.35,0,999,0,No,
36216,,5.86,32.47,$190.27,0,999,0,No,
36217,,7.94,32.47,$257.81,0,999,0,No,
36218,,1.21,32.47,$39.29,0,999,0,No,
36245,,4.98,32.47,$161.70,0,999,0,No,
36246,,6.39,32.47,$207.48,0,999,0,No,
36247,,7.61,32.47,$247.10,0,999,0,No,
36248,,2.8,32.47,$90.92,0,999,0,No,
36251,,33.97,32.47,"$1,103.01",0,999,0,No,
36252,,37.27,32.47,"$1,210.16",0,999,0,No,
36253,,51.99,32.47,"$1,688.12",0,999,0,No,
36254,,54.09,32.47,"$1,756.30",0,999,0,No,
36260,,15.23,32.47,$494.52,0,999,90,No,
36261,,8.06,32.47,$261.71,0,999,90,No,
36262,,5.23,32.47,$169.82,0,999,90,No,
36299,,,,Code is manually priced,0,999,0,No,
36400,,0.4,32.47,$12.99,0,3,0,No,
36405,,0.5,32.47,$16.24,0,3,0,No,
36406,,0.25,32.47,$8.12,0,2,0,No,
36410,,0.2,32.47,$6.49,3,999,0,No,
36415,,2.92,1.00,$2.92,0,999,0,No,
36416,,2.92,1.00,$2.92,0,999,0,No,
36420,,1.29,32.47,$41.89,0,1,0,No,
36425,,1.02,32.47,$33.12,1,999,0,No,
36430,,0.4,32.47,$12.99,0,999,0,No,
36440,,1.2,32.47,$38.96,0,2,0,No,
36450,,3.13,32.47,$101.63,0,1,0,No,
36455,,3.41,32.47,$110.72,1,999,0,No,
36460,,8.9,32.47,$288.98,0,999,0,No,
36468,,1.44,32.47,$46.76,0,999,0,Yes,
36469,,1,32.47,$32.47,0,999,0,Yes,
36470,,1,32.47,$32.47,0,999,10,No,
36471,,3,32.47,$97.41,0,999,10,No,
36475,,47.14,32.47,"$1,530.64",0,999,0,No,
36476,,9.2,32.47,$298.72,0,999,0,No,
36478,,43.41,32.47,"$1,409.52",0,999,0,No,
36479,,9.29,32.47,$301.65,0,999,0,No,
36481,,9.28,32.47,$301.32,0,999,0,No,
36500,,3.5,32.47,$113.65,0,999,0,No,
3650F,,,,Not a benefit,,,,,
36510,,0.75,32.47,$24.35,0,1,0,No,
36511,,1.91,32.47,$62.02,0,999,0,No,
36512,,1.91,32.47,$62.02,0,999,0,No,
36513,,1.91,32.47,$62.02,0,999,0,No,
36514,,1.91,32.47,$62.02,0,999,0,No,
