,,,,,,,,,
"The reimbursement rates listed in this fee schedule are valid for services rendered on or after July 1, 2015 Please refer to the Fee Schedule Instructions on the website for an explaination of each field",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
CPT or HCPCS Procedure Code,Procedure Code Modifier,Base Value,Conversion Factor,Total CO Medicaid Allowable (Base Value x Conversion Factor),Min Age,Max Age,Post Op Days,Prior Authorization Needed,
42215,,16.00,33.94,$543.04,000,999,090,No,
4221F,,,,Not a Benefit,,,,,
42220,,17.00,33.94,$576.98,000,999,090,No,
42225,,17.00,33.94,$576.98,000,999,090,No,
42226,,23.05,33.94,$782.32,000,999,090,No,
42227,,22.41,33.94,$760.60,000,999,090,No,
42235,,5.00,33.94,$169.70,000,999,090,No,
42260,,6.00,33.94,$203.64,000,999,090,No,
42280,,0.80,33.94,$27.15,000,999,010,No,
42281,,0.40,33.94,$13.58,000,999,010,No,
42299,,,,Code is Manually Priced,000,999,090,No,
42300,,2.00,33.94,$67.88,000,999,010,No,
42305,,3.00,33.94,$101.82,000,999,090,No,
4230F,,,,Not a Benefit,,,,,
42310,,1.30,33.94,$44.12,000,999,010,No,
42320,,2.00,33.94,$67.88,000,999,010,No,
42330,,1.00,33.94,$33.94,000,999,010,No,
42335,,2.40,33.94,$81.46,000,999,090,No,
42340,,5.00,33.94,$169.70,000,999,090,No,
42400,,1.30,33.94,$44.12,000,999,000,No,
42405,,2.50,33.94,$84.85,000,999,010,No,
42408,,3.00,33.94,$101.82,000,999,090,No,
42409,,3.00,33.94,$101.82,000,999,090,No,
4240F,,,,Not a Benefit,,,,,
42410,,6.00,33.94,$203.64,000,999,090,No,
42415,,25.00,33.94,$848.50,000,999,090,No,
42420,,28.00,33.94,$950.32,000,999,090,No,
42425,,12.00,33.94,$407.28,000,999,090,No,
42426,,34.38,33.94,"$1,166.86",000,999,090,No,
4242F,,,,Not a Benefit,,,,,
42440,,12.00,33.94,$407.28,000,999,090,No,
42450,,10.99,33.94,$373.00,000,999,090,No,
4245F,,,,Not a Benefit,,,,,
4248F,,,,Not a Benefit,,,,,
42500,,7.00,33.94,$237.58,000,999,090,No,
42505,,11.00,33.94,$373.34,000,999,090,No,
42507,,13.00,33.94,$441.22,000,999,090,No,
42508,,13.00,33.94,$441.22,000,999,090,No,
42509,,22.00,33.94,$746.68,000,999,090,No,
4250F,,,,Not a Benefit,,,,,
42510,,13.00,33.94,$441.22,000,999,090,No,
42550,,0.90,33.94,$30.55,000,999,000,No,
4255F,,,,Not a Benefit,,,,,
4256F,,,,Not a Benefit,,,,,
42600,,10.00,33.94,$339.40,000,999,090,No,
4260F,,,,Not a Benefit,,,,,
4261F,,,,Not a Benefit,,,,,
42650,,0.50,33.94,$16.97,000,999,000,No,
4265F,,,,Not a Benefit,,,,,
42660,,0.50,33.94,$16.97,000,999,000,No,
42665,,1.00,33.94,$33.94,000,999,090,No,
4266F,,,,Not a Benefit,,,,,
4267F,,,,Not a Benefit,,,,,
4268F,,,,Not a Benefit,,,,,
42699,,,,Code is Manually Priced,000,999,090,No,
4269F,,,,Not a Benefit,,,,,
42700,,1.20,33.94,$40.73,000,999,010,No,
4270F,,,,Not a Benefit,,,,,
4271F,,,,Not a Benefit,,,,,
42720,,2.40,33.94,$81.46,000,999,010,No,
42725,,5.00,33.94,$169.70,000,999,090,No,
4274F,,,,Not a Benefit,,,,,
4279F,,,,Not a Benefit,,,,,
42800,,0.80,33.94,$27.15,000,999,010,No,
42804,,1.00,33.94,$33.94,000,999,010,No,
42806,,1.00,33.94,$33.94,000,999,010,No,
42808,,3.00,33.94,$101.82,000,999,010,No,
42809,,1.00,33.94,$33.94,000,999,010,No,
4280F,,,,Not a Benefit,,,,,
42810,,3.00,33.94,$101.82,000,999,090,No,
42815,,9.80,33.94,$332.61,000,999,090,No,
42820,,5.50,33.94,$186.67,000,12,090,No,
42821,,6.00,33.94,$203.64,012,999,090,No,
42825,,5.00,33.94,$169.70,000,11,090,No,
42826,,6.00,33.94,$203.64,012,999,090,No,
42830,,3.00,33.94,$101.82,000,11,090,No,
42831,,3.00,33.94,$101.82,012,999,090,No,
42835,,3.00,33.94,$101.82,000,11,090,No,
42836,,3.00,33.94,$101.82,012,999,090,No,
42842,,15.00,33.94,$509.10,000,999,090,No,
42844,,18.00,33.94,$610.92,000,999,090,No,
42845,,18.00,33.94,$610.92,000,999,090,No,
42860,,2.80,33.94,$95.03,000,999,090,No,
42870,,4.40,33.94,$149.34,000,999,090,No,
42890,,12.00,33.94,$407.28,000,999,090,No,
42892,,15.00,33.94,$509.10,000,999,090,No,
42894,,18.00,33.94,$610.92,000,999,090,No,
42900,,5.00,33.94,$169.70,000,999,010,No,
4290F,,,,Not a Benefit,,,,,
4293F,,,,Not a Benefit,,,,,
42950,,13.36,33.94,$453.44,000,999,090,No,
42953,,12.04,33.94,$408.64,000,999,090,No,
42955,,5.00,33.94,$169.70,000,999,090,No,
42960,,1.30,33.94,$44.12,000,999,010,No,
42961,,1.30,33.94,$44.12,000,999,090,No,
42962,,2.00,33.94,$67.88,000,999,090,No,
42970,,3.10,33.94,$105.21,000,999,090,No,
42971,,3.10,33.94,$105.21,000,999,090,No,
42972,,4.00,33.94,$135.76,000,999,090,No,
42999,,,,Code is Manually Priced,000,999,090,No,
4300F,,,,Not a Benefit,,,,,
4301F,,,,Not a Benefit,,,,,
43020,,14.00,33.94,$475.16,000,999,090,No,
43030,,12.50,33.94,$424.25,000,999,090,No,
43045,,18.00,33.94,$610.92,000,999,090,No,
4305F,,,,Not a Benefit,,,,,
4306F,,,,Not a Benefit,,,,,
43100,,14.00,33.94,$475.16,000,999,090,No,
43101,,19.00,33.94,$644.86,000,999,090,No,
43107,,42.22,33.94,"$1,432.95",000,999,090,No,
43108,,77.34,33.94,"$2,624.92",000,999,090,No,
43112,,49.07,33.94,"$1,665.44",000,999,090,No,
43113,,77.29,33.94,"$2,623.22",000,999,090,No,
43116,,87.94,33.94,"$2,984.68",000,999,090,No,
43117,,49.30,33.94,"$1,673.24",000,999,090,No,
43118,,63.66,33.94,"$2,160.62",000,999,090,No,
43121,,56.54,33.94,"$1,918.97",000,999,090,No,
43122,,46.02,33.94,"$1,561.92",000,999,090,No,
43123,,77.75,33.94,"$2,638.84",000,999,090,No,
43124,,66.47,33.94,"$2,255.99",000,999,090,No,
43130,,13.00,33.94,$441.22,000,999,090,No,
43135,,20.00,33.94,$678.80,000,999,090,No,
43180,,12.29,33.94,$417.12,000,999,090,No,
43191,,2.96,33.94,$100.46,000,999,000,No,
43192,,3.53,33.94,$119.81,000,999,000,No,
43193,,4.20,33.94,$142.55,000,999,000,No,
43194,,3.81,33.94,$129.31,000,999,000,No,
43196,,4.62,33.94,$156.80,000,999,000,No,
43197,,4.27,33.94,$144.92,000,999,000,No,
43198,,4.77,33.94,$161.89,000,999,000,No,
43200,,3.30,33.94,$112.00,000,999,000,No,
43201,,5.09,33.94,$172.75,000,999,000,No,
43202,,4.30,33.94,$145.94,000,999,000,No,
43204,,5.81,33.94,$197.19,000,999,000,No,
43205,,4.88,33.94,$165.63,000,999,000,No,
4320F,,,,Not a Benefit,,,,,
43211,,5.73,33.94,$194.48,000,999,000,No,
43212,,4.52,33.94,$153.41,000,999,000,No,
43213,,28.55,33.94,$968.99,000,999,000,No,
43214,,4.61,33.94,$156.46,000,999,000,No,
43215,,3.77,33.94,$127.95,000,999,000,No,
43216,,4.99,33.94,$169.36,000,999,000,No,
43217,,5.50,33.94,$186.67,000,999,000,No,
43219,,4.17,33.94,$141.53,000,999,000,No,
43220,,3.10,33.94,$105.21,000,999,000,No,
43226,,0.80,33.94,$27.15,000,999,000,No,
43227,,4.80,33.94,$162.91,000,999,000,No,
43229,,16.83,33.94,$571.21,000,999,000,No,
4322F,,,,Not a Benefit,,,,,
43231,,4.94,33.94,$167.66,000,999,000,No,
43232,,6.02,33.94,$204.32,000,999,000,No,
43233,,5.74,33.94,$194.82,000,999,000,No,
43235,,4.20,33.94,$142.55,000,999,000,No,
43236,,5.94,33.94,$201.60,000,999,000,No,
43237,,4.28,33.94,$145.26,000,999,000,No,
43238,,5.31,33.94,$180.22,000,999,000,No,
43239,,4.80,33.94,$162.91,000,999,000,No,
43240,,8.31,33.94,$282.04,000,999,000,No,
43241,,3.80,33.94,$128.97,000,999,000,No,
43242,,6.57,33.94,$222.99,000,999,000,No,
43243,,6.00,33.94,$203.64,000,999,000,No,
43244,,5.91,33.94,$200.59,000,999,000,No,
43245,,4.57,33.94,$155.11,000,999,000,No,
43246,,6.00,33.94,$203.64,000,999,000,No,
43247,,4.88,33.94,$165.63,000,999,000,No,
43248,,4.92,33.94,$166.98,000,999,000,No,
43249,,4.53,33.94,$153.75,000,999,000,No,
4324F,,,,Not a Benefit,,,,,
43250,,4.86,33.94,$164.95,000,999,000,No,
43251,,5.31,33.94,$180.22,000,999,000,No,
43253,,6.35,33.94,$215.52,000,999,000,No,
43254,,6.59,33.94,$223.66,000,999,000,No,
43255,,5.50,33.94,$186.67,000,999,000,No,
43257,,6.44,33.94,$218.57,000,999,000,No,
43259,,5.05,33.94,$171.40,000,999,000,No,
4325F,,,,Not a Benefit,,,,,
43260,,7.00,33.94,$237.58,000,999,000,No,
43261,,8.81,33.94,$299.01,000,999,000,No,
43262,,10.39,33.94,$352.64,000,999,000,No,
43263,,9.80,33.94,$332.61,000,999,000,No,
43264,,10.80,33.94,$366.55,000,999,000,No,
43265,,11.52,33.94,$390.99,000,999,000,No,
43266,,5.46,33.94,$185.31,000,999,000,No,
43270,,16.77,33.94,$569.17,000,999,000,No,
4326F,,,,Not a Benefit,,,,,
43273,,2.67,33.94,$90.62,000,999,000,No,
43274,,11.30,33.94,$383.52,000,999,000,No,
43275,,9.31,33.94,$315.98,000,999,000,No,
43276,,11.75,33.94,$398.80,000,999,000,No,
43277,,9.37,33.94,$318.02,000,999,000,No,
43278,,10.65,33.94,$361.46,000,999,000,No,
43279,,24.79,33.94,$841.37,000,999,090,No,
43280,,23.79,33.94,$807.43,000,999,090,No,
43281,,26.27,33.94,$891.60,000,999,090,No,
43282,,29.54,33.94,"$1,002.59",000,999,090,No,
43283,,3.64,33.94,$123.54,000,999,000,No,
43289,,,,Code is Manually Priced,000,999,090,No,
4328F,,,,Not a Benefit,,,,,
43300,,15.53,33.94,$527.09,000,999,090,No,
43305,,23.00,33.94,$780.62,000,999,090,No,
4330F,,,,Not a Benefit,,,,,
43310,,20.00,33.94,$678.80,000,999,090,No,
43312,,31.00,33.94,"$1,052.14",000,999,090,No,
43313,,57.66,33.94,"$1,956.98",000,999,090,No,
43314,,63.38,33.94,"$2,151.12",000,999,090,No,
43320,,25.00,33.94,$848.50,000,999,090,No,
43325,,24.00,33.94,$814.56,000,999,090,No,
43327,,18.37,33.94,$623.48,000,999,000,No,
43328,,26.83,33.94,$910.61,000,999,000,No,
43330,,19.00,33.94,$644.86,000,999,090,No,
43331,,19.00,33.94,$644.86,000,999,090,No,
43332,,26.29,33.94,$892.28,000,999,000,No,
43333,,28.55,33.94,$968.99,000,999,000,No,
43334,,28.84,33.94,$978.83,000,999,000,No,
43335,,31.07,33.94,"$1,054.52",000,999,000,No,
43336,,33.99,33.94,"$1,153.62",000,999,000,No,
43337,,37.12,33.94,"$1,259.85",000,999,000,No,
43338,,3.02,33.94,$102.50,000,999,000,No,
43340,,24.00,33.94,$814.56,000,999,090,No,
43341,,25.00,33.94,$848.50,000,999,090,No,
43351,,14.00,33.94,$475.16,000,999,090,No,
43352,,13.00,33.94,$441.22,000,999,090,No,
43360,,41.60,33.94,"$1,411.90",000,999,090,No,
43361,,47.56,33.94,"$1,614.19",000,999,090,No,
43400,,19.00,33.94,$644.86,000,999,090,No,
43401,,19.00,33.94,$644.86,000,999,090,No,
43405,,26.24,33.94,$890.59,000,999,090,No,
4340F,,,,Not a Benefit,,,,,
43410,,15.00,33.94,$509.10,000,999,090,No,
43415,,19.00,33.94,$644.86,000,999,090,No,
43420,,13.00,33.94,$441.22,000,999,090,No,
43425,,20.00,33.94,$678.80,000,999,090,No,
43450,,1.40,33.94,$47.52,000,999,000,No,
43460,,3.80,33.94,$128.97,000,999,000,No,
43496,,17.53,33.94,$594.97,000,999,090,No,
43499,,,,Code is Manually Priced,000,999,090,No,
43500,,12.00,33.94,$407.28,000,999,090,No,
43501,,12.00,33.94,$407.28,000,999,090,No,
43502,,15.30,33.94,$519.28,000,999,090,No,
4350F,,,,Not a Benefit,,,,,
43510,,14.00,33.94,$475.16,000,999,090,No,
43520,,11.00,33.94,$373.34,000,999,090,No,
43605,,12.00,33.94,$407.28,000,999,090,No,
43610,,14.50,33.94,$492.13,000,999,090,No,
43611,,17.27,33.94,$586.14,000,999,090,No,
43620,,28.00,33.94,$950.32,000,999,090,No,
43621,,30.97,33.94,"$1,051.12",000,999,090,No,
43622,,32.04,33.94,"$1,087.44",000,999,090,No,
43631,,25.66,33.94,$870.90,000,999,090,No,
43632,,25.66,33.94,$870.90,000,999,090,No,
43633,,26.01,33.94,$882.78,000,999,090,No,
43634,,34.75,33.94,"$1,179.42",000,999,090,No,
43635,,2.79,33.94,$94.69,000,999,000,No,
43640,,19.00,33.94,$644.86,000,999,090,No,
43641,,20.00,33.94,$678.80,000,999,090,No,
43644,,33.47,33.94,"$1,135.97",000,999,090,yes,
43645,,36.08,33.94,"$1,224.56",000,999,090,yes,
43647,,55.44,33.94,"$1,881.63",000,999,090,yes,
43648,,55.44,33.94,"$1,881.63",000,999,090,No,
43651,,12.96,33.94,$439.86,000,999,090,No,
43652,,15.52,33.94,$526.75,000,999,090,No,
43653,,11.18,33.94,$379.45,000,999,090,No,
43659,,,,Code is Manually Priced,000,999,090,No,
43752,,0.88,33.94,$29.87,000,999,000,No,
43753,,0.47,33.94,$15.95,000,999,000,No,
43754,,1.79,33.94,$60.75,000,999,000,No,
43755,,2.74,33.94,$93.00,000,999,000,No,
43756,,4.98,33.94,$169.02,000,999,000,No,
43757,,6.40,33.94,$217.22,000,999,000,No,
43760,,0.50,33.94,$16.97,000,999,000,No,
43761,,2.31,33.94,$78.40,000,999,000,No,
43770,,20.21,33.94,$685.93,000,999,090,yes,
43771,,23.26,33.94,$789.44,000,999,090,No,
43772,,17.73,33.94,$601.76,000,999,090,No,
43773,,23.26,33.94,$789.44,000,999,090,No,
43774,,17.79,33.94,$603.79,000,999,090,No,
43775,,22.09,33.94,$749.73,000,999,090,yes,
43800,,15.00,33.94,$509.10,000,999,090,No,
43810,,15.00,33.94,$509.10,000,999,090,No,
43820,,15.00,33.94,$509.10,000,999,090,No,
43825,,18.00,33.94,$610.92,000,999,090,No,
43830,,11.00,33.94,$373.34,000,999,090,No,
43831,,8.00,33.94,$271.52,000,2,090,No,
43832,,16.00,33.94,$543.04,000,999,090,No,
43840,,13.00,33.94,$441.22,000,999,090,No,
43842,,21.85,33.94,$741.59,000,999,090,yes,
43843,,26.61,33.94,$903.14,000,999,090,yes,
43845,,33.59,33.94,"$1,140.04",000,999,090,yes,
43846,,24.00,33.94,$814.56,000,999,090,yes,
43847,,32.39,33.94,"$1,099.32",000,999,090,yes,
43848,,34.35,33.94,"$1,165.84",000,999,090,yes,
43850,,20.00,33.94,$678.80,000,999,090,No,
43855,,23.00,33.94,$780.62,000,999,090,No,
43860,,20.00,33.94,$678.80,000,999,090,No,
43865,,23.00,33.94,$780.62,000,999,090,No,
43870,,10.00,33.94,$339.40,000,999,090,No,
43880,,16.00,33.94,$543.04,000,999,090,No,
43881,,34.70,33.94,"$1,177.72",000,999,090,yes,
43882,,41.29,33.94,"$1,401.38",000,999,090,No,
43886,,5.67,33.94,$192.44,000,999,090,No,
43887,,5.52,33.94,$187.35,000,999,090,No,
43888,,7.83,33.94,$265.75,000,999,090,No,
43999,,,,Code is Manually Priced,000,999,090,No,
44005,,14.50,33.94,$492.13,000,999,090,No,
4400F,,,,Not a Benefit,,,,,
44010,,15.00,33.94,$509.10,000,999,090,No,
44015,,3.58,33.94,$121.51,000,999,000,No,
44020,,14.00,33.94,$475.16,000,999,090,No,
44021,,16.00,33.94,$543.04,000,999,090,No,
44025,,15.00,33.94,$509.10,000,999,090,No,
44050,,14.50,33.94,$492.13,000,999,090,No,
44055,,14.50,33.94,$492.13,000,999,090,No,
44100,,2.90,33.94,$98.43,000,999,000,No,
44110,,14.50,33.94,$492.13,000,999,090,No,
44111,,16.00,33.94,$543.04,000,999,090,No,
44120,,17.50,33.94,$593.95,000,999,090,No,
44121,,6.02,33.94,$204.32,000,999,000,No,
44125,,13.00,33.94,$441.22,000,999,090,No,
44126,,43.17,33.94,"$1,465.19",000,999,090,No,
44127,,49.64,33.94,"$1,684.78",000,999,090,No,
44128,,5.30,33.94,$179.88,000,999,000,No,
44130,,13.00,33.94,$441.22,000,999,090,No,
44132,,,,Not a Benefit,,,,,
44133,,,,Not a Benefit,,,,,
44135,,,,Not a Benefit,,,,,
44136,,,,Not a Benefit,,,,,
44137,,38.24,33.94,"$1,297.87",000,999,000,No,
44139,,3.01,33.94,$102.16,000,999,000,No,
44140,,18.00,33.94,$610.92,000,999,090,No,
44141,,20.00,33.94,$678.80,000,999,090,No,
44143,,17.00,33.94,$576.98,000,999,090,No,
44144,,17.00,33.94,$576.98,000,999,090,No,
44145,,21.00,33.94,$712.74,000,999,090,No,
44146,,23.00,33.94,$780.62,000,999,090,No,
44147,,23.00,33.94,$780.62,000,999,090,No,
44150,,23.00,33.94,$780.62,000,999,090,No,
44151,,33.00,33.94,"$1,120.02",000,999,090,No,
44155,,29.00,33.94,$984.26,000,999,090,No,
44156,,44.59,33.94,"$1,513.38",000,999,090,No,
44157,,40.76,33.94,"$1,383.39",000,999,090,No,
44158,,41.80,33.94,"$1,418.69",000,999,090,No,
44160,,18.00,33.94,$610.92,000,999,090,No,
44180,,17.09,33.94,$580.03,000,999,090,No,
44186,,12.03,33.94,$408.30,000,999,090,No,
44187,,19.90,33.94,$675.41,000,999,090,No,
44188,,21.82,33.94,$740.57,000,999,090,No,
44202,,29.03,33.94,$985.28,000,999,090,No,
44203,,5.16,33.94,$175.13,000,999,000,No,
44204,,29.74,33.94,"$1,009.38",000,999,090,No,
44205,,26.34,33.94,$893.98,000,999,090,No,
44206,,30.59,33.94,"$1,038.22",000,999,090,No,
44207,,33.48,33.94,"$1,136.31",000,999,090,No,
44208,,36.23,33.94,"$1,229.65",000,999,090,No,
44210,,32.06,33.94,"$1,088.12",000,999,090,No,
44211,,39.84,33.94,"$1,352.17",000,999,090,No,
44212,,37.22,33.94,"$1,263.25",000,999,090,No,
44213,,3.91,33.94,$132.71,000,999,000,No,
44227,,30.74,33.94,"$1,043.32",000,999,090,No,
44238,,13.70,33.94,$464.98,000,999,090,No,
44300,,8.00,33.94,$271.52,000,999,090,No,
44310,,15.00,33.94,$509.10,000,999,090,No,
44312,,2.00,33.94,$67.88,000,999,090,No,
44314,,13.00,33.94,$441.22,000,999,090,No,
44316,,22.00,33.94,$746.68,000,999,090,No,
44320,,10.00,33.94,$339.40,000,999,090,No,
44322,,14.46,33.94,$490.77,000,999,090,No,
44340,,2.00,33.94,$67.88,000,999,090,No,
44345,,9.00,33.94,$305.46,000,999,090,No,
44346,,16.42,33.94,$557.29,000,999,090,No,
44360,,4.10,33.94,$139.15,000,999,000,No,
44361,,4.21,33.94,$142.89,000,999,000,No,
44363,,4.80,33.94,$162.91,000,999,000,No,
44364,,5.30,33.94,$179.88,000,999,000,No,
44365,,5.13,33.94,$174.11,000,999,000,No,
44366,,6.10,33.94,$207.03,000,999,000,No,
44369,,6.10,33.94,$207.03,000,999,000,No,
44370,,5.16,33.94,$175.13,000,999,000,No,
44372,,5.90,33.94,$200.25,000,999,000,No,
44373,,5.00,33.94,$169.70,000,999,000,No,
44376,,6.95,33.94,$235.88,000,999,000,No,
44377,,7.34,33.94,$249.12,000,999,000,No,
44378,,9.58,33.94,$325.15,000,999,000,No,
44379,,8.42,33.94,$285.77,000,999,000,No,
44380,,1.79,33.94,$60.75,000,999,000,No,
44381,,1.79,33.94,$60.75,000,999,090,No,
44382,,2.15,33.94,$72.97,000,999,000,No,
44384,,2.88,33.94,$97.75,000,999,000,No,
44385,,3.30,33.94,$112.00,000,999,000,No,
44386,,7.69,33.94,$261.00,000,999,000,No,
44388,,4.50,33.94,$152.73,000,999,000,No,
44389,,4.80,33.94,$162.91,000,999,000,No,
44390,,6.30,33.94,$213.82,000,999,000,No,
44391,,5.40,33.94,$183.28,000,999,000,No,
44392,,6.40,33.94,$217.22,000,999,000,No,
44393,,9.03,33.94,$306.48,000,999,000,No,
44394,,7.23,33.94,$245.39,000,999,000,No,
44401,,9.03,33.94,$306.48,000,999,000,No,
44402,,5.39,33.94,$182.94,000,999,000,No,
44403,,1.79,33.94,$60.75,000,999,000,No,
44404,,1.79,33.94,$60.75,000,999,000,No,
44406,,1.79,33.94,$60.75,000,999,000,No,
44407,,1.79,33.94,$60.75,000,999,000,No,
44408,,1.79,33.94,$60.75,000,999,000,No,
44500,,0.47,33.94,$15.95,000,999,000,No,
4450F,,,,Not a Benefit,,,,,
44602,,14.66,33.94,$497.56,000,999,090,No,
44603,,18.04,33.94,$612.28,000,999,090,No,
44604,,15.86,33.94,$538.29,000,999,090,No,
44605,,15.00,33.94,$509.10,000,999,090,No,
44615,,14.49,33.94,$491.79,000,999,090,No,
44620,,10.00,33.94,$339.40,000,999,090,No,
44625,,14.50,33.94,$492.13,000,999,090,No,
44626,,27.44,33.94,$931.31,000,999,090,No,
44640,,13.00,33.94,$441.22,000,999,090,No,
44650,,15.00,33.94,$509.10,000,999,090,No,
44660,,15.00,33.94,$509.10,000,999,090,No,
44661,,22.00,33.94,$746.68,000,999,090,No,
44680,,16.00,33.94,$543.04,000,999,090,No,
44700,,21.29,33.94,$722.58,000,999,090,No,
44701,,3.33,33.94,$113.02,000,999,000,No,
4470F,,,,Not a Benefit,,,,,
44715,,36.96,33.94,"$1,254.42",000,999,000,No,
44720,,5.64,33.94,$191.42,000,999,000,No,
44721,,8.19,33.94,$277.97,000,999,000,No,
44799,,,,Code is Manually Priced,000,999,090,No,
44800,,10.00,33.94,$339.40,000,999,090,No,
4480F,,,,Not a Benefit,,,,,
4481F,,,,Not a Benefit,,,,,
44820,,10.00,33.94,$339.40,000,999,090,No,
44850,,10.00,33.94,$339.40,000,999,090,No,
44899,,,,Code is Manually Priced,000,999,090,No,
44900,,10.00,33.94,$339.40,000,999,090,No,
44901,,4.74,33.94,$160.88,000,999,000,No,
44950,,10.00,33.94,$339.40,000,999,090,No,
44955,,0.50,33.94,$16.97,000,999,000,No,
44960,,12.00,33.94,$407.28,000,999,090,No,
44970,,11.43,33.94,$387.93,000,999,090,No,
44979,,,,Code is Manually Priced,000,999,090,No,
45000,,3.00,33.94,$101.82,000,999,090,No,
45005,,2.40,33.94,$81.46,000,999,010,No,
4500F,,,,Not a Benefit,,,,,
45020,,3.80,33.94,$128.97,000,999,090,No,
45100,,4.00,33.94,$135.76,000,999,090,No,
45108,,8.00,33.94,$271.52,000,999,090,No,
4510F,,,,Not a Benefit,,,,,
45110,,26.00,33.94,$882.44,000,999,090,No,
45111,,21.00,33.94,$712.74,000,999,090,No,
45112,,28.00,33.94,$950.32,000,999,090,No,
45113,,38.71,33.94,"$1,313.82",000,999,090,No,
45114,,25.00,33.94,$848.50,000,999,090,No,
45116,,21.00,33.94,$712.74,000,999,090,No,
45119,,34.49,33.94,"$1,170.59",000,999,090,No,
45120,,26.00,33.94,$882.44,000,999,090,No,
45121,,26.00,33.94,$882.44,000,999,090,No,
45123,,23.33,33.94,$791.82,000,999,090,No,
45126,,43.01,33.94,"$1,459.76",000,999,090,No,
45130,,14.50,33.94,$492.13,000,999,090,No,
45135,,25.00,33.94,$848.50,000,999,090,No,
45136,,33.53,33.94,"$1,138.01",000,999,090,No,
45150,,9.53,33.94,$323.45,000,999,090,No,
45160,,16.00,33.94,$543.04,000,999,090,No,
45171,,10.01,33.94,$339.74,000,999,090,No,
45172,,13.72,33.94,$465.66,000,999,090,No,
45190,,11.59,33.94,$393.36,000,999,090,No,
4525F,,,,Not a Benefit,,,,,
4526F,,,,Not a Benefit,,,,,
45300,,0.70,33.94,$23.76,000,999,000,No,
45303,,1.10,33.94,$37.33,000,999,000,No,
45305,,1.20,33.94,$40.73,000,999,000,No,
45307,,2.30,33.94,$78.06,000,999,000,No,
45308,,2.52,33.94,$85.53,000,999,000,No,
45309,,2.52,33.94,$85.53,000,999,000,No,
45315,,1.70,33.94,$57.70,000,999,000,No,
45317,,2.30,33.94,$78.06,000,999,000,No,
45320,,1.75,33.94,$59.40,000,999,000,No,
45321,,2.59,33.94,$87.90,000,999,000,No,
45327,,2.02,33.94,$68.56,000,999,000,No,
45330,,1.30,33.94,$44.12,000,999,000,No,
45331,,1.80,33.94,$61.09,000,999,000,No,
45332,,1.80,33.94,$61.09,000,999,000,No,
45333,,2.00,33.94,$67.88,000,999,000,No,
45334,,1.80,33.94,$61.09,000,999,000,No,
45335,,2.99,33.94,$101.48,000,999,000,No,
45337,,1.80,33.94,$61.09,000,999,000,No,
45338,,3.19,33.94,$108.27,000,999,000,No,
45340,,6.85,33.94,$232.49,000,999,000,No,
45341,,4.07,33.94,$138.14,000,999,000,No,
45342,,5.18,33.94,$175.81,000,999,000,No,
45346,,4.89,33.94,$165.97,000,999,000,No,
45347,,3.47,33.94,$117.77,000,999,000,No,
45349,,1.30,33.94,$44.12,000,999,000,No,
45350,,1.30,33.94,$44.12,000,999,000,No,
45378,,6.50,33.94,$220.61,000,999,000,No,
45379,,8.30,33.94,$281.70,000,999,000,No,
45380,,6.80,33.94,$230.79,000,999,000,No,
45381,,8.08,33.94,$274.24,000,999,000,No,
45382,,7.20,33.94,$244.37,000,999,000,No,
45384,,9.11,33.94,$309.19,000,999,000,No,
45385,,8.30,33.94,$281.70,000,999,000,No,
45386,,15.41,33.94,$523.02,000,999,000,No,
45388,,8.37,33.94,$284.08,000,999,000,No,
45389,,7.62,33.94,$258.62,000,999,000,No,
45390,,6.50,33.94,$220.61,000,999,000,No,
45391,,7.18,33.94,$243.69,000,999,000,No,
45392,,7.54,33.94,$255.91,000,999,000,No,
45393,,6.50,33.94,$220.61,000,999,000,No,
45395,,36.35,33.94,"$1,233.72",000,999,090,No,
45397,,39.52,33.94,"$1,341.31",000,999,090,No,
45398,,6.50,33.94,$220.61,000,999,000,No,
45399,,1.50,33.94,$50.91,000,999,000,No,
45400,,21.24,33.94,$720.89,000,999,090,No,
45402,,28.77,33.94,$976.45,000,999,090,No,
4540F,,,,Not a Benefit,,,,,
4541F,,,,Not a Benefit,,,,,
45499,,,,Code is Manually Priced,000,999,090,No,
45500,,10.00,33.94,$339.40,000,999,090,No,
45505,,11.00,33.94,$373.34,000,999,090,No,
4550F,,,,Not a Benefit,,,,,
4551F,,,,Not a Benefit,,,,,
45520,,0.80,33.94,$27.15,000,999,000,No,
4552F,,,,Not a Benefit,,,,,
4553F,,,,Not a Benefit,,,,,
45540,,18.00,33.94,$610.92,000,999,090,No,
45541,,18.00,33.94,$610.92,000,999,090,No,
4554F,,,,Not a Benefit,,,,,
45550,,22.00,33.94,$746.68,000,999,090,No,
4555F,,,,Not a Benefit,,,,,
45560,,7.00,33.94,$237.58,000,999,090,No,
45562,,21.74,33.94,$737.86,000,999,090,No,
45563,,29.17,33.94,$990.03,000,999,090,No,
4556F,,,,Not a Benefit,,,,,
4557F,,,,Not a Benefit,,,,,
4558F,,,,Not a Benefit,,,,,
4559F,,,,Not a Benefit,,,,,
4560F,,,,Not a Benefit,,,,,
4561F,,,,Not a Benefit,,,,,
4562F,,,,Not a Benefit,,,,,
4563F,,,,Not a Benefit,,,,,
45800,,16.00,33.94,$543.04,000,999,090,No,
